Date,Open,High,Low,Close,Adj Close,Volume
2018-10-05,87.470001,87.559998,86.430000,86.650002,81.321060,1475000
2018-10-08,86.849998,87.209999,86.720001,87.059998,81.705849,1727400
2018-10-09,85.629997,86.940002,85.440002,86.589996,81.264748,1334300
2018-10-10,86.779999,86.919998,85.000000,85.010002,79.781921,1455900
2018-10-11,85.989998,86.089996,83.839996,84.339996,79.153114,2397200
2018-10-12,84.089996,84.570000,83.860001,84.339996,79.153114,1610400
2018-10-15,84.360001,85.199997,83.989998,84.629997,79.425285,1785400
2018-10-16,85.580002,85.720001,85.089996,85.430000,80.176086,1621800
2018-10-17,84.750000,84.839996,83.540001,83.709999,78.561867,1926200
2018-10-18,84.000000,84.300003,83.290001,83.419998,78.289703,1151900
2018-10-19,83.360001,84.349998,83.339996,83.860001,78.702652,1118700
2018-10-22,84.650002,84.650002,83.449997,83.459999,78.327248,1215100
2018-10-23,82.839996,82.889999,81.870003,82.220001,77.163498,2516800
2018-10-24,83.470001,83.519997,81.870003,82.250000,77.191658,2908000
2018-10-25,74.559998,75.160004,72.879997,74.540001,69.955818,9477200
2018-10-26,74.410004,75.089996,73.629997,74.080002,69.524124,3366800
2018-10-29,76.470001,76.500000,74.379997,74.860001,70.256149,2877200
2018-10-30,74.269997,74.610001,73.519997,74.339996,69.768120,2797200
2018-10-31,75.650002,75.720001,73.519997,73.980003,69.430260,2993500
2018-11-01,75.599998,76.820000,75.419998,76.680000,71.964203,1744100
2018-11-02,76.930000,76.989998,75.440002,76.510002,71.804672,1962100
2018-11-05,76.050003,76.629997,75.470001,75.970001,71.297874,1718700
2018-11-06,75.160004,75.949997,75.070000,75.919998,71.250954,1756700
2018-11-07,76.309998,77.000000,76.050003,76.639999,71.926682,1032800
2018-11-08,76.330002,76.400002,74.180000,74.610001,70.021515,1626000
2018-11-09,74.519997,74.720001,73.800003,74.620003,70.030907,1229000
2018-11-12,73.209999,73.680000,72.919998,73.199997,68.698219,1682700
2018-11-13,73.720001,74.080002,72.989998,73.209999,68.707619,2085700
2018-11-14,74.800003,77.330002,74.180000,76.599998,71.889130,4120200
2018-11-15,76.750000,77.650002,76.519997,77.230003,72.480385,3175900
2018-11-16,77.250000,79.400002,77.250000,78.849998,74.000763,3348800
2018-11-19,79.169998,79.279999,77.669998,78.300003,73.484581,1912800
2018-11-20,76.779999,77.169998,75.639999,76.089996,71.410484,1776000
2018-11-21,76.449997,77.019997,76.220001,76.540001,71.832825,1072200
2018-11-23,76.889999,77.000000,76.099998,76.160004,71.476189,446300
2018-11-26,75.699997,77.110001,75.650002,77.110001,72.367760,1897600
2018-11-27,75.400002,76.360001,74.870003,76.000000,72.180656,1691400
2018-11-28,75.959999,77.139999,75.800003,77.070000,73.196899,1314000
2018-11-29,77.029999,77.440002,76.639999,77.239998,73.358337,1181900
2018-11-30,77.400002,77.410004,76.209999,76.870003,73.006950,1287200
2018-12-03,76.930000,76.980003,75.309998,75.879997,72.066696,1400300
2018-12-04,75.849998,76.050003,74.169998,74.269997,70.537605,1639400
2018-12-06,72.589996,72.639999,71.099998,72.269997,68.638107,2816400
2018-12-07,71.680000,72.339996,70.379997,70.769997,67.213486,1886100
2018-12-10,71.129997,71.309998,70.120003,70.550003,67.004562,1523400
2018-12-11,71.059998,72.870003,69.230003,70.370003,66.833603,4454300
2018-12-12,71.480003,72.639999,71.309998,71.589996,67.992279,2285300
2018-12-13,71.650002,72.089996,71.010002,71.300003,67.716866,1516700
2018-12-14,70.690002,70.760002,69.650002,69.699997,66.197266,1267700
2018-12-17,69.559998,69.680000,67.949997,68.230003,64.801147,2271400
2018-12-18,69.269997,69.750000,68.379997,68.750000,65.295006,2297100
2018-12-19,69.250000,70.489998,68.480003,68.800003,65.342499,2175200
2018-12-20,69.150002,69.260002,67.300003,67.779999,64.373756,2118100
2018-12-21,67.209999,68.480003,66.230003,66.389999,63.053616,2695200
2018-12-24,66.250000,66.779999,65.000000,65.430000,62.141853,1495200
2018-12-26,65.430000,66.949997,64.650002,66.930000,63.566479,2087400
2018-12-27,65.480003,66.300003,64.550003,66.300003,62.968136,2371700
2018-12-28,66.529999,66.809998,65.320000,65.870003,62.559742,3348500
2018-12-31,65.629997,65.809998,64.800003,65.809998,62.502754,2113200
2019-01-02,65.150002,66.050003,64.989998,65.910004,62.597729,1820300
2019-01-03,66.260002,66.930000,66.220001,66.419998,63.082100,1495000
2019-01-04,67.169998,69.260002,67.120003,69.089996,65.617928,2097200
2019-01-07,68.540001,69.699997,68.500000,69.400002,65.912346,1646800
2019-01-08,70.459999,70.970001,70.089996,70.750000,67.194496,1512600
2019-01-09,69.900002,70.660004,69.820000,70.239998,66.710121,1597400
2019-01-10,69.739998,70.930000,69.389999,70.760002,67.204002,1191100
2019-01-11,72.699997,73.970001,71.919998,73.730003,70.024750,3835500
2019-01-14,72.830002,73.010002,72.120003,72.529999,68.885048,1565900
2019-01-15,72.169998,72.849998,71.980003,72.519997,68.875542,1215600
2019-01-16,71.080002,71.150002,70.150002,70.500000,66.957062,1792700
2019-01-17,70.930000,72.129997,70.910004,71.980003,68.362686,1150100
2019-01-18,73.139999,73.809998,72.860001,73.650002,69.948761,1975900
2019-01-22,72.980003,73.540001,72.529999,73.500000,69.806297,2634800
2019-01-23,73.610001,74.000000,73.320000,73.910004,70.195694,1808400
2019-01-24,73.779999,74.800003,73.739998,74.250000,70.518608,1952700
2019-01-25,74.540001,75.129997,74.320000,74.860001,71.097961,1268500
2019-01-28,73.300003,73.769997,72.870003,73.680000,69.977249,1500000
2019-01-29,73.779999,74.110001,73.599998,73.989998,70.271667,1360500
2019-01-30,74.320000,75.209999,74.239998,74.940002,71.173935,1042400
2019-01-31,75.489998,76.830002,75.269997,76.440002,72.598557,1485300
2019-02-01,76.500000,77.389999,76.360001,76.839996,72.978455,1400800
2019-02-04,76.889999,77.500000,76.699997,77.410004,73.519814,812400
2019-02-05,78.139999,79.209999,78.000000,78.860001,74.896935,1089800
2019-02-06,78.889999,79.000000,78.279999,78.300003,74.365082,968600
2019-02-07,76.870003,77.220001,76.480003,76.900002,73.035439,1479200
2019-02-08,75.580002,76.169998,75.430000,76.150002,72.323128,1480900
2019-02-11,76.190002,76.559998,76.110001,76.370003,72.532074,1175100
2019-02-12,75.470001,76.660004,75.470001,76.349998,72.513077,1348300
2019-02-13,77.790001,78.660004,77.680000,77.739998,73.833229,1646200
2019-02-14,76.779999,76.809998,75.230003,75.900002,72.085693,2109800
2019-02-15,77.150002,77.809998,76.879997,77.690002,73.785736,1243800
2019-02-19,76.459999,77.349998,76.250000,77.110001,73.234886,846600
2019-02-20,76.919998,78.599998,76.910004,77.680000,73.776245,992400
2019-02-21,77.470001,77.860001,77.160004,77.500000,73.605293,731900
2019-02-22,74.599998,75.099998,73.570000,75.040001,71.268913,3278700
2019-02-25,75.480003,75.669998,74.500000,74.860001,71.097961,2066800
2019-02-26,74.500000,75.419998,74.410004,75.199997,71.420876,1559000
2019-02-27,74.900002,75.080002,74.400002,74.720001,70.964996,1556000
2019-02-28,78.690002,78.889999,77.070000,78.160004,74.232117,3024800
2019-03-01,82.019997,82.949997,81.809998,81.959999,77.841148,4456100
2019-03-04,82.599998,82.629997,80.610001,81.779999,77.670197,2089000
2019-03-05,81.959999,82.589996,81.699997,82.199997,78.069084,1469200
2019-03-06,82.070000,82.449997,81.470001,82.129997,78.002609,1444300
2019-03-07,80.580002,80.739998,80.139999,80.360001,76.321556,1454400
2019-03-08,80.360001,80.860001,80.199997,80.580002,76.530502,794500
2019-03-11,80.809998,81.180000,80.419998,80.800003,76.739449,1156700
2019-03-12,81.260002,81.339996,80.620003,80.699997,76.644470,963600
2019-03-13,80.550003,80.870003,80.180000,80.730003,76.672966,841100
2019-03-14,80.059998,80.529999,79.629997,79.650002,75.647240,1247100
2019-03-15,81.169998,81.489998,80.860001,81.250000,77.166832,1573900
2019-03-18,81.910004,82.220001,81.660004,82.070000,77.945618,680400
2019-03-19,84.790001,84.959999,83.760002,83.870003,79.655167,2000400
2019-03-20,83.629997,84.000000,82.860001,83.430000,79.237282,1578400
2019-03-21,83.480003,83.970001,83.029999,83.919998,79.702644,842500
2019-03-22,82.099998,82.739998,80.739998,80.739998,76.682465,1554800
2019-03-25,80.000000,80.800003,79.919998,80.349998,76.312057,813600
2019-03-26,82.070000,82.250000,81.750000,82.029999,77.907631,915200
2019-03-27,83.120003,83.389999,81.879997,82.459999,78.316017,1770000
2019-03-28,82.279999,82.949997,82.099998,82.699997,78.543961,1065600
2019-03-29,83.739998,84.269997,83.550003,83.970001,79.750137,1094700
2019-04-01,83.559998,83.879997,83.370003,83.639999,79.436729,617200
2019-04-02,84.050003,84.500000,83.709999,84.180000,79.949593,600900
2019-04-03,83.820000,84.120003,83.500000,83.849998,79.636169,602400
2019-04-04,84.400002,85.129997,84.099998,84.989998,80.718880,1089000
2019-04-05,86.410004,86.919998,86.070000,86.320000,81.982033,1495700
2019-04-08,86.570000,86.570000,85.820000,86.059998,81.735100,721500
2019-04-09,86.150002,86.500000,86.000000,86.430000,82.086510,990400
2019-04-10,87.300003,87.370003,86.760002,87.230003,82.846306,965300
2019-04-11,87.760002,88.089996,87.500000,87.970001,83.549118,856300
2019-04-12,88.430000,88.690002,88.150002,88.540001,84.090477,1608300
2019-04-15,89.029999,89.180000,88.750000,89.110001,84.631828,680700
2019-04-16,89.089996,89.300003,88.650002,88.720001,84.261429,803200
2019-04-17,88.650002,88.699997,88.080002,88.330002,83.891029,1071800
2019-04-18,89.470001,90.019997,89.220001,89.959999,85.439117,1409200
2019-04-22,89.690002,90.470001,89.580002,89.599998,85.097206,970800
2019-04-23,88.559998,89.790001,88.500000,89.250000,84.764801,755500
2019-04-24,89.019997,89.129997,87.820000,88.209999,83.777046,1038400
2019-04-25,86.889999,87.019997,86.000000,86.639999,82.285965,1341700
2019-04-26,87.379997,87.629997,86.830002,87.580002,83.178719,920400
2019-04-29,87.349998,88.370003,87.269997,88.010002,83.587112,840400
2019-04-30,88.320000,89.199997,88.220001,88.940002,84.470375,625700
2019-05-01,88.559998,89.370003,87.599998,87.809998,83.397163,1667500
2019-05-02,88.400002,88.519997,87.180000,87.540001,83.140732,1363800
2019-05-03,88.099998,88.589996,87.690002,88.099998,83.672592,1070700
2019-05-06,87.000000,88.190002,86.870003,87.769997,83.359169,1137500
2019-05-07,85.070000,85.669998,83.769997,84.260002,81.055275,2062800
2019-05-08,84.650002,85.500000,84.470001,84.940002,81.709396,1058500
2019-05-09,83.519997,84.220001,83.040001,83.940002,80.747437,1033400
2019-05-10,84.070000,84.440002,83.300003,84.139999,80.939827,825800
2019-05-13,81.849998,82.830002,81.839996,82.730003,79.583450,1321400
2019-05-14,82.459999,83.519997,82.449997,83.010002,79.852806,879900
2019-05-15,82.250000,84.110001,82.230003,83.830002,80.641617,1637400
2019-05-16,83.029999,84.589996,83.000000,83.879997,80.689713,1233100
2019-05-17,83.279999,83.449997,82.480003,82.639999,79.496872,1147800
2019-05-20,81.800003,81.980003,80.790001,81.010002,77.928879,990100
2019-05-21,81.190002,81.360001,80.800003,81.000000,77.919250,1406500
2019-05-22,81.320000,82.870003,81.160004,82.620003,79.477646,1200000
2019-05-23,82.120003,82.610001,81.970001,82.300003,79.169815,1379900
2019-05-24,82.860001,83.089996,82.279999,82.760002,79.612312,828200
2019-05-28,82.870003,83.120003,82.250000,82.349998,79.217903,1122400
2019-05-29,81.349998,81.480003,80.570000,81.300003,78.207848,1500800
2019-05-30,81.889999,82.690002,81.870003,82.379997,79.246758,1169800
2019-05-31,80.339996,81.629997,80.080002,81.400002,78.304047,1819700
2019-06-03,81.389999,82.389999,81.010002,82.279999,79.150566,1409400
2019-06-04,83.660004,83.959999,83.169998,83.940002,80.747437,896000
2019-06-05,84.000000,84.059998,83.230003,83.269997,80.102905,1340200
2019-06-06,83.690002,84.139999,83.449997,84.099998,80.901352,953600
2019-06-07,85.410004,85.760002,84.949997,85.320000,82.074951,1174300
2019-06-10,85.650002,85.699997,85.160004,85.330002,82.084564,1029700
2019-06-11,85.870003,86.190002,85.360001,85.809998,82.546303,885800
2019-06-12,86.650002,87.000000,86.559998,86.800003,83.498665,701400
2019-06-13,86.330002,86.570000,85.519997,85.930000,82.661743,725100
2019-06-14,84.370003,84.830002,84.070000,84.180000,80.978302,814600
2019-06-17,83.989998,84.440002,83.849998,84.320000,81.112984,779000
2019-06-18,85.570000,87.260002,85.489998,86.870003,83.565987,2427100
2019-06-19,87.209999,88.260002,87.070000,87.919998,84.576057,944400
2019-06-20,89.720001,89.830002,89.059998,89.739998,86.326836,1871700
2019-06-21,89.639999,90.480003,89.430000,90.080002,86.653908,1226000
2019-06-24,89.930000,90.589996,89.830002,90.080002,86.653908,877500
2019-06-25,89.570000,89.699997,88.360001,88.400002,85.037804,1098100
2019-06-26,88.709999,88.709999,87.309998,87.370003,84.046982,897600
2019-06-27,87.180000,87.290001,86.400002,87.199997,83.883438,1107200
2019-06-28,88.220001,88.690002,88.120003,88.510002,85.143608,890500
2019-07-01,88.559998,88.820000,87.849998,88.430000,85.066658,1024900
2019-07-02,89.570000,90.820000,89.470001,90.650002,87.202232,1459900
2019-07-03,93.430000,94.160004,92.870003,93.930000,90.357483,1552500
2019-07-05,92.830002,92.889999,91.959999,92.709999,89.183876,1112800
2019-07-08,92.480003,92.629997,91.559998,91.680000,88.193054,936300
2019-07-09,91.910004,92.110001,91.250000,91.510002,88.029526,1717700
2019-07-10,91.879997,91.879997,90.610001,91.349998,87.875603,1657300
2019-07-11,90.449997,90.790001,89.199997,89.660004,86.249886,2838000
2019-07-12,88.489998,88.849998,85.250000,86.940002,83.633331,5686600
2019-07-15,87.769997,88.580002,87.660004,88.559998,85.191719,2553100
2019-07-16,88.279999,88.370003,87.639999,88.010002,84.662636,1523700
2019-07-17,89.400002,89.400002,88.129997,88.419998,85.057045,1432000
2019-07-18,88.870003,90.379997,88.419998,89.339996,85.942047,2210200
2019-07-19,94.410004,94.540001,93.019997,94.279999,90.694160,5054900
2019-07-22,94.629997,95.260002,94.389999,94.970001,91.357910,2205900
2019-07-23,95.519997,95.910004,95.230003,95.830002,92.185219,2138800
2019-07-24,95.900002,96.239998,95.059998,95.559998,91.925476,1708600
2019-07-25,100.779999,102.699997,98.330002,99.489998,95.706009,6144600
2019-07-26,99.940002,100.839996,99.699997,100.489998,96.667961,2464400
2019-07-29,101.919998,102.129997,101.220001,101.669998,97.803085,2566200
2019-07-30,101.000000,101.690002,100.910004,101.580002,97.716522,1393300
2019-07-31,101.110001,101.989998,99.699997,100.980003,97.139328,1428000
2019-08-01,101.489998,102.589996,100.190002,100.459999,96.639107,1583900
2019-08-02,100.309998,100.669998,99.379997,100.190002,96.379379,925800
2019-08-05,97.730003,98.440002,97.260002,98.190002,94.455452,1543900
2019-08-06,97.400002,98.169998,97.129997,97.699997,93.984077,1181900
2019-08-07,96.839996,98.540001,96.430000,98.169998,94.436211,1200400
2019-08-08,99.199997,99.199997,96.910004,98.510002,94.763275,1463700
2019-08-09,98.419998,98.790001,97.320000,98.220001,94.484306,1075900
2019-08-12,97.139999,97.360001,96.000000,96.269997,92.608467,1420900
2019-08-13,95.220001,96.980003,95.059998,95.669998,92.031296,1655400
2019-08-14,94.269997,94.370003,92.639999,93.360001,89.809158,1945700
2019-08-15,93.209999,94.070000,93.040001,93.629997,90.068878,1024600
2019-08-16,94.500000,95.459999,94.470001,95.290001,91.665749,929100
2019-08-19,96.269997,96.360001,93.040001,95.919998,92.271790,946400
2019-08-20,95.419998,95.650002,94.839996,94.949997,91.338676,969800
2019-08-21,96.110001,96.410004,95.669998,95.870003,92.223686,785400
2019-08-22,96.199997,96.269997,95.040001,95.580002,91.944717,953900
2019-08-23,96.010002,96.379997,93.860001,94.190002,90.607597,1018500
2019-08-26,94.720001,94.989998,94.290001,94.800003,91.194389,1058900
2019-08-27,95.150002,95.309998,92.279999,92.989998,89.453224,1521000
2019-08-28,92.559998,93.790001,92.139999,93.639999,90.078506,788100
2019-08-29,95.309998,95.570000,94.540001,95.260002,91.636894,750400
2019-08-30,95.500000,95.540001,94.320000,94.500000,90.905792,583800
2019-09-03,93.680000,94.160004,93.500000,93.959999,90.386337,680000
2019-09-04,94.629997,95.040001,94.370003,94.730003,91.127052,632200
2019-09-05,94.150002,94.379997,93.059998,93.250000,89.703339,1341000
2019-09-06,92.839996,93.599998,92.790001,93.570000,90.011162,1121900
2019-09-09,93.129997,95.839996,93.129997,95.779999,92.137100,2399400
2019-09-10,95.519997,95.550003,93.800003,94.199997,90.617195,1453400
2019-09-11,92.230003,94.430000,92.099998,94.269997,90.684540,1459600
2019-09-12,96.070000,98.339996,95.739998,97.470001,93.762833,2552000
2019-09-13,96.339996,97.010002,96.019997,96.400002,92.733536,1142000
2019-09-16,95.930000,96.059998,95.599998,95.739998,92.098625,598300
2019-09-17,96.220001,97.269997,96.180000,96.970001,93.281853,1443000
2019-09-18,96.389999,97.050003,96.309998,96.900002,93.214516,1043000
2019-09-19,95.980003,96.089996,94.900002,94.980003,91.367546,864200
2019-09-20,96.430000,96.820000,96.129997,96.320000,92.656570,1167200
2019-09-23,95.940002,96.510002,95.889999,96.339996,92.675812,903100
2019-09-24,94.650002,94.730003,93.239998,93.830002,90.261276,1036500
2019-09-25,94.430000,94.849998,94.000000,94.610001,91.011604,765200
2019-09-26,94.400002,95.480003,94.400002,94.980003,91.367546,588400
2019-09-27,95.330002,95.330002,94.099998,94.419998,90.828827,807300
2019-09-30,94.970001,95.720001,94.930000,95.150002,91.531075,1212100
2019-10-01,94.589996,94.750000,92.870003,93.339996,89.789917,1351600
2019-10-02,92.570000,92.779999,90.610001,91.059998,87.596634,1161300
2019-10-03,90.559998,92.239998,89.870003,91.900002,88.404678,2054700
2019-10-04,91.400002,93.389999,91.309998,93.330002,89.780289,1232100
2019-10-07,93.510002,93.959999,92.989998,93.000000,89.462845,904500
2019-10-08,92.760002,92.779999,91.709999,91.949997,88.452774,792900
2019-10-09,92.910004,93.059998,92.309998,92.529999,89.010719,646400
2019-10-10,91.459999,92.279999,91.309998,91.559998,88.077606,917600
2019-10-11,92.540001,92.680000,92.050003,92.309998,88.799080,756000
2019-10-14,91.889999,92.099998,91.250000,91.279999,87.808258,1055100
2019-10-15,92.080002,92.860001,91.690002,92.080002,88.577843,1467400
2019-10-16,92.540001,92.540001,92.000000,92.279999,88.770226,631500
2019-10-17,93.489998,93.559998,92.830002,93.279999,89.732201,1068300
2019-10-18,92.860001,93.320000,92.760002,93.029999,89.491707,583900
2019-10-21,93.599998,93.699997,93.099998,93.430000,89.876495,707800
2019-10-22,92.129997,92.599998,91.839996,91.889999,88.395065,869400
2019-10-23,90.949997,91.739998,90.589996,91.459999,87.981422,889700
2019-10-24,92.010002,92.050003,91.449997,91.599998,88.116089,749100
2019-10-25,84.000000,84.360001,81.559998,81.830002,78.717682,5812500
2019-10-28,81.620003,81.809998,80.750000,80.980003,77.900024,1756600
2019-10-29,80.699997,80.769997,79.959999,80.330002,77.274734,1643500
2019-10-30,80.410004,81.440002,80.139999,80.949997,77.871155,2220600
2019-10-31,80.790001,80.980003,80.330002,80.769997,77.697998,2402600
2019-11-01,80.339996,80.519997,79.269997,79.360001,76.341629,1862200
2019-11-04,79.519997,79.540001,78.769997,79.419998,76.399345,2009000
2019-11-05,79.449997,79.580002,78.790001,79.099998,76.091515,1993800
2019-11-06,79.510002,79.660004,79.110001,79.330002,76.312767,916900
2019-11-07,78.709999,78.809998,77.900002,78.379997,75.398895,1237800
2019-11-08,78.339996,78.510002,78.040001,78.480003,75.495094,1051600
2019-11-11,78.309998,78.900002,78.220001,78.709999,75.716347,722800
2019-11-12,79.760002,79.839996,78.919998,79.080002,76.072289,1099700
2019-11-13,80.250000,80.250000,79.099998,79.279999,76.264671,1977200
